Total Kasus,Aceh,Bali,Banten,Babel,Bengkulu,DIY,Jakarta,Jambi,Jabar,Jateng,Jatim,Kalbar,Kaltim,Kalteng,Kalsel,Kaltara,Kep Riau,NTB,Sumsel,Sumbar,Sulut,Sumut,Sultra,Sulsel,Sulteng,Lampung,Riau,Malut,Maluku,Papbar,Papua,Sulbar,NTT,Gorontalo,?,
8-Aug,536,"3,720","2,035",200,243,854,"25,287",210,"7,387","10,471","24,922",397,"1,834","1,977","6,617",292,526,"2,263","3,675","1,102","2,860","4,794",998,"10,364",216,307,706,"1,670","1,298",551,"3,215",275,152,"1,549",0,
9 Aug,580,"3,779","2,059",201,252,862,"25,727",210,"7,566","10,611","25,330",410,"1,887","2,007","6,715",294,534,"2,290","3,694","1,140","2,904","4,819","1,020","10,454",216,307,732,"1,674","1,330",552,"3,257",275,152,"1,556",,
10 Aug,676,"3,817","2,082",203,253,876,"26,162",210,"7,599","10,679","25,626",416,"1,932","2,050","6,765",296,555,"2,316","3,713","1,176","2,976","4,948","1,020","10,531",216,316,773,"1,680","1,345",557,"3,278",275,152,"1,614",0,
11 Aug,676,"3,862","2,101",203,258,880,"26,624",210,"7,694","10,765","25,917",420,"2,060","2,081","6,836",299,572,"2,338","3,735","1,189","3,012","5,155","1,052","10,585",216,318,789,"1,691","1,347",558,"3,279",282,155,"1,617",0,
12 Aug,748,"3,892","2,150",203,260,900,"27,153",215,"7,803","10,944","26,220",429,"2,106","2,087","6,889",303,599,"2,362","3,778","1,216","3,025","5,264","1,076","10,675",220,320,821,"1,709","1,367",571,"3,305",282,162,"1,664",0,
13 Aug,748,"3,927","2,187",203,264,911,"27,761",215,"7,914","11,148","26,561",439,"2,129","2,131","6,934",312,613,"2,375","3,805","1,258","3,150","5,358","1,106","10,756",220,327,889,"1,717","1,406",595,"3,336",287,162,"1,672",0,
14 Aug,840,"3,980","2,208",205,274,946,"28,299",222,"8,275","11,340","26,979",444,"2,227","2,151","6,989",312,625,"2,399","3,844","1,300","3,211","5,427","1,139","10,793",223,332,918,"1,729","1,416",595,"3,345",299,162,"1,675",0,
15 Aug,865,"4,024","2,241",207,277,992,"28,882",225,"8,512","11,471","27,415",447,"2,283","2,188","7,051",325,647,"2,421","3,880","1,337","3,261","5,622","1,167","10,895",223,332,959,"1,739","1,448",601,"3,345",306,165,"1,715",0,"137,468"
16 Aug,876,"4,065","2,284",212,279,"1,025","29,400",225,"8,595","11,639","27,903",447,"2,369","2,188","7,151",328,657,"2,436","3,909","1,350","3,282","5,673","1,202","11,051",223,341,983,"1,741","1,495",605,"3,422",307,165,"1,721",0,
17 Aug,"1,044","4,110","2,301",214,279,"1,041","29,952",245,"8,640","11,675","28,239",447,"2,485","2,215","7,241",329,664,"2,458","3,910","1,376","3,288","5,690","1,216","11,148",227,343,"1,017","1,744","1,521",607,"3,432",319,165,"1,788",0,
18 Aug,"1,069","4,158","2,364",216,280,"1,059","30,465",245,"8,685","11,793","28,551",452,"2,578","2,258","7,281",329,664,"2,481","3,919","1,413","3,315","5,820","1,217","11,187",228,343,"1,039","1,746","1,530",620,"3,432",320,165,"1,821",0,
19 Aug,"1,132","4,220","2,411",219,286,"1,090","31,016",250,"8,789","11,924","28,886",456,"2,669","2,258","7,363",332,679,"2,505","3,964","1,439","3,336","5,898","1,217","11,219",233,346,"1,050","1,756","1,553",634,"3,453",322,165,"1,875",0,
20 Aug,"1,137","4,292","2,434",220,286,"1,138","31,610",250,"8,988","12,092","29,257",471,"2,697","2,291","7,544",337,680,"2,526","3,988","1,483","3,401","5,957","1,277","11,278",233,352,"1,097","1,761","1,611",640,"3,520",323,165,"1,875",0,
21 Aug,"1,141","4,368","2,470",222,287,"1,163","32,267",271,"9,081","12,188","29,715",500,"2,892","2,314","7,618",339,701,"2,550","4,037","1,528","3,451","5,978","1,299","11,376",235,353,"1,132","1,761","1,611",643,"3,534",331,165,"1,887",0,
22 Aug,"1,211","4,446","2,512",226,288,"1,178","32,855",274,"9,215","12,288","30,036",533,"3,021","2,348","7,696",340,701,"2,564","4,091","1,565","3,522","6,051","1,310","11,437",236,356,"1,195","1,770","1,615",647,"3,567",347,170,"1,887",0,"151,498"
23 Aug,"1,211","4,513","2,544",228,288,"1,193","33,470",274,"9,283","12,476","30,315",566,"3,101","2,410","7,777",349,745,"2,582","4,125","1,633","3,552","6,129","1,323","11,470",238,362,"1,237","1,774","1,669",649,"3,567",352,171,"1,959",0,
24 Aug,"1,241","4,576","2,605",228,289,"1,207","34,103",274,"9,420","12,628","30,635",578,"3,145","2,427","7,838",357,756,"2,596","4,157","1,659","3,554","6,166","1,327","11,516",239,365,"1,279","1,778","1,677",659,"3,650",353,171,"1,959",0,
25 Aug,"1,261","4,650","2,637",231,300,"1,248","34,740",281,"9,670","12,826","30,998",605,"3,286","2,438","7,920",360,767,"2,613","4,202","1,736","3,598","6,300","1,365","11,568",239,369,"1,319","1,779","1,742",659,"3,650",360,172,"1,970",0,
26 Aug,"1,291","4,726","2,666",235,303,"1,264","35,453",289,"9,848","12,973","31,329",605,"3,420","2,446","7,974",361,775,"2,641","4,223","1,823","3,613","6,437","1,402","11,638",239,371,"1,361","1,809","1,748",711,"3,686",362,173,"1,970",0,
27 Aug,"1,399","4,808","2,725",235,305,"1,306","36,213",296,"10,002","13,225","31,696",611,"3,626","2,464","8,013",361,825,"2,662","4,248","1,864","3,652","6,541","1,452","11,680",239,376,"1,460","1,825","1,781",720,"3,709",368,174,"2,023",0,
28 Aug,"1,449","4,901","2,767",235,329,"1,326","37,082",302,"10,528","13,467","32,113",611,"3,723","2,464","8,081",373,861,"2,685","4,305","1,890","3,686","6,627","1,501","11,756",240,378,"1,526","1,840","1,785",726,"3,735",384,176,"2,035",0,
29 Aug,"1,546","4,989","2,827",235,332,"1,373","37,943",302,"10,815","13,647","32,754",627,"3,923","2,482","8,192",379,900,"2,727","4,361","1,978","3,751","6,730","1,539","11,841",241,382,"1,605","1,840","1,812",746,"3,771",388,176,"2,041",0,
30 Aug,"1,600","5,078","2,872",239,343,"1,397","39,037",302,"10,918","13,785","33,220",645,"4,120","2,507","8,256",382,900,"2,728","4,401","2,068","3,833","6,769","1,565","11,870",241,389,"1,739","1,858","1,832",752,"3,796",393,177,"2,041",0,
31 Aug,"1,633","5,207","2,903",239,343,"1,425","40,086",302,"11,063","13,964","33,543",645,"4,244","2,548","8,288",384,990,"2,742","4,454","2,157","3,848","6,827","1,566","11,978",243,395,"1,846","1,860","1,857",807,"3,796",395,177,"2,041",0,
1 Sep,"1,649","5,367","2,929",239,349,"1,445","40,987",302,"11,278","14,164","33,893",653,"4,305","2,585","8,357",392,"1,017","2,758","4,486","2,240","3,893","6,942","1,608","12,057",244,399,"1,924","1,866","1,900",831,"3,862",396,179,"2,075",0,
2 Sep,"1,697","5,536","2,997",239,353,"1,474","42,041",303,"11,481","14,428","34,278",659,"4,377","2,585","8,416",396,"1,064","2,772","4,520","2,328","3,908","7,124","1,623","12,194",245,410,"2,031","1,871","1,910",836,"3,873",396,191,"2,090",0,
3 Sep,"1,794","5,710","3,031",240,361,"1,507","43,400",303,"11,719","14,670","34,655",674,"4,534","2,636","8,527",422,"1,100","2,786","4,583","2,372","3,942","7,265","1,629","12,244",249,424,"2,137","1,878","1,961",861,"3,901",402,200,"2,151",0,
4 Sep,"1,884","5,906","3,053",242,364,"1,525","44,280",304,"12,104","14,860","35,005",685,"4,815","2,689","8,576",426,"1,165","2,795","4,618","2,437","3,972","7,390","1,661","12,321",249,428,"2,267","1,887","2,004",888,"3,973",402,202,"2,160",0,
5 Sep,"1,945","6,071","3,102",242,369,"1,546","45,157",304,"12,332","15,118","35,331",691,"4,943","2,689","8,657",435,"1,182","2,828","4,660","2,507","3,990","7,552","1,677","12,475",252,440,"2,445","1,887","2,064",895,"4,074",419,204,"2,182",0,
6 Sep,"2,023","6,212","3,187",243,391,"1,557","46,333",304,"12,505","15,351","35,634",704,"5,129","2,740","8,760",443,"1,182","2,847","4,675","2,751","4,002","7,633","1,706","12,684",252,452,"2,585","1,887","2,144",908,"4,074",419,206,"2,186",0,
7 Sep,"2,042","6,385","3,264",243,391,"1,571","47,379",304,"12,709","15,615","35,941",704,"5,191","2,807","8,837",448,"1,235","2,855","4,745","2,795","4,003","7,725","1,706","12,695",252,455,"2,718","1,896","2,164",940,"4,148",419,206,"2,201",0,
8 Sep,"2,054","6,549","3,323",250,394,"1,595","48,393",304,"13,045","15,852","36,342",711,"5,277","2,807","8,903",455,"1,259","2,875","4,786","2,910","4,024","7,832","1,717","12,746",257,466,"2,831","1,900","2,206",941,"4,162",435,209,"2,225",0,
9 Sep,"2,152","6,723","3,360",252,397,"1,645","49,397",308,"13,333","16,133","36,712",723,"5,357","2,851","9,001",456,"1,312","2,890","4,824","3,020","4,046","7,964","1,741","12,864",261,488,"2,969","1,910","2,228",959,"4,162",450,213,"2,241",0,
10 Sep,"2,258","6,834","3,402",263,400,"1,695","50,671",309,"13,668","16,508","37,093",728,"5,447","2,887","9,078",458,"1,340","2,901","4,890","3,124","4,064","8,110","1,767","13,032",261,509,"3,163","1,911","2,248",970,"4,276",456,213,"2,269",0,
11 Sep,"2,403","6,978","3,448",270,430,"1,744","51,635",314,"13,940","17,074","37,455",736,"5,599","2,920","9,152",460,"1,357","2,910","4,945","3,161","4,085","8,241","1,801","13,183",269,511,"3,345","1,918","2,365","1,019","4,330",458,213,"2,271",,
12 Sep,"2,527","7,113","3,469",275,458,"1,787","52,840",319,"14,231","17,460","37,839",747,"5,752","2,966","9,249",465,"1,378","2,923","5,018","3,264","4,105","8,362","1,834","13,235",269,555,"3,569","1,921","2,377","1,086","4,392",462,217,"2,282",0,
13 Sep,"2,739","7,226","3,519",283,466,"1,836","54,220",321,"14,388","17,742","38,088",754,"5,926","3,002","9,282",469,"1,411","2,939","5,051","3,387","4,149","8,465","1,869","13,291",271,555,"3,781","1,935","2,434","1,086","4,476",470,237,"2,314",0,
14 Sep,"2,892","7,312","3,574",283,467,"1,869","55,099",321,"14,591","17,913","38,431",780,"6,049","3,002","9,423",474,"1,430","2,961","5,078","3,505","4,165","8,559","1,890","13,476",271,615,"3,909","1,940","2,465","1,185","4,572",471,237,"2,314",,
15 Sep,"3,032","7,380","3,636",284,476,"1,895","56,175",331,"14,938","18,111","38,809",784,"6,100","3,059","9,500",479,"1,438","2,981","5,118","3,633","4,171","8,808","1,948","13,583",272,644,"4,054","1,956","2,481","1,236","4,637",475,276,"2,330",0,
16 Sep,"3,127","7,429","3,774",295,480,"1,943","57,469",345,"15,231","18,451","39,181",803,"6,317","3,123","9,511",481,"1,460","2,990","5,175","3,749","4,182","8,934","2,008","13,747",276,666,"4,237","1,966","2,500","1,278","4,763",477,289,"2,336",0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kasus Harian,Aceh,Bali,Banten,Babel,Bengkulu,DIY,Jakarta,Jambi,Jabar,Jateng,Jatim,Kalbar,Kaltim,Kalteng,Kalsel,Kaltara,Kep Riau,NTB,Sumsel,Sumbar,Sulut,Sumut,Sultra,Sulsel,Sulteng,Lampung,Riau,Malut,Maluku,Papbar,Papua,Sulbar,NTT,Gorontalo,?,
15-Mar,,,,,,,19,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Mar,,,1,,,,14,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Mar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Mar,,,4,,,1,30,,12,2,,,1,,,,,,,,,1,,,,1,1,,,,,,,,2,
19-Mar,,,10,,,2,52,,2,4,1,,2,,,,2,,,,,1,3,2,,,1,,,,,,,,,
20-Mar,,3,10,,,-1,5,,15,,6,,7,2,,,1,,,,,,,,,,-1,,,,,,,,13,
21-Mar,,,4,,,1,44,,14,2,11,,,,,,,,,,,,,2,,,,,,,,,,,3,
22-Mar,,,,,,,40,,4,1,15,,,,1,,,,,,,,,,,,,,1,,2,,,,,
23-Mar,,3,9,,,,44,1,,,,,2,,,,1,,,,,,,,,,,1,,,,,,,4,
24-Mar,,,9,,,1,70,,1,4,10,1,,1,,,,1,1,,1,5,,,,,1,,,,1,,,,0,
25-Mar,,3,2,,,11,39,,13,19,,,,,1,,,1,,,,,,9,,,,,,,,,,,7,
26-Mar,1,,,,,,53,,5,2,8,,,2,,,,,,3,,,,14,1,2,1,,,,4,,,,7,
27-Mar,3,,17,,,6,83,,20,3,7,,,,,,,,,2,,,,2,,1,,,,2,,,,,7,
28-Mar,,,10,,,,38,,21,12,11,,6,1,,2,,,1,,,,,4,1,,,,,,,,,,2,
29-Mar,,1,3,,,,48,,30,8,13,5,,,,,,,,,,,,15,,,1,,,,2,,,,4,
30-Mar,,9,22,1,,1,24,1,25,17,1,1,,,4,,1,,,3,,5,,4,,4,1,,,,,,,,5,
31-Mar,,,14,1,1,5,41,,16,13,2,,3,2,2,,1,2,3,,,6,,,,,,,,,1,,,,1,
1-Apr,,6,11,,,5,62,,21,11,11,1,1,,,,,2,,,1,2,,15,,,,,,,,,,,,
2-Apr,,,8,,,,80,,15,,,,,,,,,,6,,,,,,,,4,,,,,,,,,
3-Apr,,2,6,,1,,74,,2,10,52,,1,3,,6,1,1,1,,,,3,16,2,4,3,,,,6,,,,2,
4-Apr,,5,3,,,5,55,,24,7,,,2,,,,,,,,,3,,,,,,,,,2,,,,,
5-Apr,,3,4,,,1,96,,5,,36,,6,,8,,1,,4,,,,,3,,,1,,,,8,,,,5,
6-Apr,,7,10,,,6,101,,11,12,1,2,1,9,2,7,,3,,10,2,1,1,30,,1,1,,,,,,,,,
7-Apr,,,7,,,1,135,,80,1,5,,,,,,,,,,3,,,15,,,,,,,,,,,,
8-Apr,1,6,18,,,,101,,22,7,2,,1,,4,1,,,,,,33,4,,,3,,1,2,,12,,,,,
9-Apr,,14,6,1,2,,236,,11,4,27,,,,,,13,6,1,,,,5,10,,,,,,,,,1,,,
10-Apr,,12,25,,,,47,,12,,33,,3,4,7,,,9,4,13,5,,,29,9,5,,,,,,1,,1,,
11-Apr,,4,36,1,,,196,2,32,,11,,,,,,,2,,,,,1,11,5,,3,,,,24,2,,,,
12-Apr,,2,2,,,,96,,29,56,119,3,,,5,,,10,,13,4,6,,44,,,,,8,1,1,,,,,
13-Apr,,5,4,,,16,160,,60,3,54,,,1,,,,,,1,,2,,,,1,4,,,,5,,,,,
14-Apr,,6,4,,,5,130,1,,75,35,,,,3,,5,,1,3,,5,,9,,,,,,,,,,,,
15-Apr,,6,,1,,1,139,1,29,13,24,,,8,12,4,6,,3,7,1,6,8,11,3,,,2,3,,7,2,,,,
16-Apr,,15,16,1,,,196,1,11,8,15,8,9,1,10,8,6,8,15,,,1,2,29,,5,4,,,3,5,,,3,,
17-Apr,,11,11,,,1,154,1,58,5,8,,,1,15,19,19,6,17,7,,,,62,2,,1,,,,9,,,,,
18-Apr,1,7,10,,,3,109,,9,25,33,,10,6,18,3,21,4,30,9,2,,1,11,,,4,,3,,6,,,,,
19-Apr,1,4,3,1,,,108,,55,20,35,,5,5,4,19,,6,5,1,,2,9,27,3,,,,,2,12,,,,,
20-Apr,,5,29,,,2,79,,25,3,,,4,14,,5,,11,,2,,2,,,,,4,,,,,,,,,
21-Apr,,10,,1,4,3,163,5,9,98,13,6,5,7,2,3,2,21,,2,,1,,4,,1,1,,,,11,,,3,,
22-Apr,,2,,,,3,119,,6,30,35,4,1,15,9,,,15,,5,,9,,13,2,,8,,1,5,1,,,,,
23-Apr,,15,,1,,1,133,1,22,59,26,19,5,1,7,,2,7,4,5,11,2,,10,,11,1,2,,5,7,,,,,
24-Apr,1,10,22,,,1,85,4,75,37,26,,11,11,18,,,38,13,10,5,1,4,23,3,,,,,2,6,25,,5,,
25-Apr,1,6,11,,,2,85,3,45,46,80,1,12,6,14,6,,27,13,1,,9,,12,4,,2,,5,1,,2,,2,,
26-Apr,,3,,1,,3,114,11,5,28,15,,8,4,,6,2,15,10,5,4,6,4,8,,4,1,12,,,5,,,1,,
27-Apr,,8,12,,,1,70,,39,17,11,,2,8,4,1,1,11,,19,,,,,,,,,,,10,,,,,
28-Apr,,21,6,,,10,133,,19,16,61,,8,9,,2,3,15,14,23,3,,,13,6,2,1,,,21,26,2,,1,,
29-Apr,,,,,4,1,90,,40,29,15,7,4,6,7,,,9,1,1,1,3,8,12,5,2,1,,1,,12,1,,,,
30-Apr,1,7,16,,,1,82,,3,13,86,,15,18,13,8,,,6,3,1,3,9,26,,,,14,,,16,4,2,,,
1-May,1,13,14,9,,9,142,,,22,76,3,2,11,9,15,,3,6,24,,,,56,1,4,1,1,,5,5,1,,,,
2-May,,2,9,,,10,80,,31,19,3,7,18,1,,7,,17,,10,,,2,30,11,,3,,,1,30,1,,,,
3-May,1,25,5,1,,1,67,6,10,9,80,2,8,,16,,3,19,29,13,,6,,24,,,8,9,,,,,7,,,
4-May,,9,14,,,,79,,193,22,7,3,5,23,3,8,,,,8,,6,,6,,4,5,,,,,,,,,
5-May,,6,12,8,,6,148,5,48,51,47,,1,1,14,1,5,16,14,18,,1,5,33,11,1,3,,,6,7,14,2,,,
6-May,5,,29,,2,1,83,4,20,42,50,17,14,5,13,,1,4,11,17,,11,,25,,8,,,,4,1,,,,,
7-May,,10,8,,,15,85,,61,13,46,5,,2,13,,,11,17,14,,1,,19,5,,5,,,,4,,,4,,
8-May,,13,10,,,6,100,,23,28,17,,27,,8,,2,12,,18,2,15,1,24,,3,3,,9,,13,2,,,,
9-May,,6,18,,23,3,101,15,33,26,135,23,5,1,7,,1,18,51,16,6,22,1,2,,,2,4,,,12,2,,,,
10-May,,5,10,1,,7,134,2,,19,83,2,4,4,10,,,,,13,18,,5,12,8,,2,,,17,31,,,,,
11-May,,3,8,,,6,86,1,56,2,34,,7,7,,1,3,1,,,,17,,,,,1,,,,,,,,,
12-May,,14,18,,3,10,99,,52,9,133,3,3,4,14,,2,8,1,20,3,2,,25,12,,7,,18,,14,,,,,
13-May,,4,21,,,12,183,,7,34,103,6,2,16,14,6,5,5,43,20,8,2,91,55,6,,7,24,,,6,6,3,,,
14-May,,5,13,,2,4,134,1,9,43,91,,8,3,3,,,6,119,32,1,2,,37,9,,6,3,12,18,4,1,,2,,
15-May,,6,29,,11,3,86,3,31,43,58,,13,4,69,3,4,8,17,22,22,,17,31,1,,1,4,,,3,,,1,,
16-May,1,3,4,,3,6,107,10,22,31,184,2,2,,7,12,1,7,,3,9,,6,46,1,,,3,,14,15,1,28,1,,
17-May,,2,24,,9,5,132,1,31,17,47,1,1,,2,2,,6,63,12,,16,2,34,2,1,4,4,22,3,33,,12,1,,
18-May,,11,27,,1,1,49,1,25,8,144,,1,,66,,11,4,16,1,2,7,,66,,16,2,1,23,,,,9,4,,
19-May,,4,21,,1,7,98,3,21,10,81,,3,5,46,5,13,,60,11,10,10,11,47,,1,5,2,,,6,2,3,,,
20-May,,8,1,6,,2,81,5,176,17,119,,6,9,63,,,18,49,8,26,15,,37,,1,1,1,17,1,20,1,5,,,
21-May,,3,54,1,2,6,65,,86,25,502,1,2,13,10,2,,17,28,8,28,23,,34,2,16,1,1,11,4,1,8,3,16,,
22-May,1,6,15,,,5,99,2,40,17,131,7,5,36,15,1,1,54,19,2,18,12,9,71,,4,1,2,22,9,27,,,3,,
23-May,,8,,3,,5,115,,43,54,466,28,3,2,18,,9,10,32,5,3,9,4,59,3,,1,,,10,57,,,2,,
24-May,,6,21,,,1,119,4,46,21,68,,2,16,9,1,4,4,11,35,29,17,,32,,4,1,1,2,1,62,,,9,,
25-May,,2,,,,,75,2,22,2,223,7,,2,3,,,,76,,9,4,,23,,7,,7,1,,11,,3,,,
26-May,,11,18,,,,89,,17,4,57,1,1,12,28,,,10,56,35,26,,,33,,,,11,,2,,1,3,,,
27-May,,8,10,3,,2,97,,27,11,199,7,3,8,73,1,8,49,53,24,16,17,11,29,,2,,1,10,,14,1,,2,,
28-May,1,5,14,,2,,105,,25,10,171,1,1,7,116,,13,25,21,4,16,30,14,46,5,,,9,18,20,3,,,5,,
29-May,,23,14,,1,2,125,,32,14,101,,4,30,74,,3,28,11,,9,38,1,41,,13,6,11,27,6,56,,5,3,,
30-May,,12,13,3,14,3,101,,20,16,199,,6,31,,,18,4,10,11,16,6,,42,,1,,7,,4,18,,1,1,,
31-May,,10,3,1,5,3,118,,30,37,244,5,4,12,26,,1,42,19,15,17,3,3,31,2,1,,7,8,6,17,4,1,25,,
1-Jun,,17,6,,,1,137,,34,14,65,7,2,9,29,,,16,13,,,8,,45,,2,,7,,,50,,5,,,
2-Jun,,5,14,4,1,,60,,18,15,213,,1,9,21,,12,18,24,7,15,1,,44,,1,,14,,4,94,,,14,,
3-Jun,,3,71,12,,,82,,5,23,183,6,12,28,64,,,15,10,9,23,26,7,38,1,,,2,15,,39,,,10,,
4-Jun,,20,10,10,,,94,2,9,24,90,,6,13,109,,10,20,27,11,5,44,1,54,,4,,1,,1,17,,,3,,
5-Jun,,14,24,9,,1,76,2,12,58,141,3,1,15,71,2,4,52,18,13,9,49,5,54,7,1,,1,16,2,43,,,,,
6-Jun,,33,36,17,,4,104,2,10,27,286,5,10,12,34,1,4,41,30,11,79,68,,64,3,2,1,7,7,3,87,,,5,,
7-Jun,,25,10,4,,2,163,,28,51,113,,2,,38,1,1,10,25,8,25,,2,64,20,1,,1,8,1,59,2,,8,,
8-Jun,,12,11,,,3,89,,20,27,365,,9,8,62,,,14,29,,15,2,,110,,1,,,38,,26,,6,,,
9-Jun,,14,15,19,,2,232,,25,32,220,24,13,18,91,1,,8,30,19,41,11,4,180,,3,2,4,8,4,18,,,5,,
10-Jun,2,32,35,2,,1,157,2,50,139,273,11,11,15,127,,,27,41,14,19,17,3,189,,2,,13,13,8,29,1,2,6,,
11-Jun,,19,24,3,,2,128,,44,19,297,,3,15,69,,10,11,42,2,33,45,6,141,,2,,36,,4,19,1,,4,,
12-Jun,,36,35,6,3,10,93,1,19,44,318,22,8,13,60,,,23,33,10,65,88,5,58,,1,,22,59,5,41,1,,32,,
13-Jun,,28,74,4,3,2,121,2,15,70,176,,3,21,123,,1,13,22,3,7,94,2,125,9,12,5,17,13,5,40,,,4,,
14-Jun,5,18,9,8,3,5,117,,17,113,196,1,2,,70,,,11,70,7,7,10,4,133,2,1,,8,21,3,12,1,3,,,
15-Jun,,19,3,,,3,142,,19,116,270,,4,45,66,,15,22,52,,18,60,3,101,1,,1,2,31,1,,,,23,,
16-Jun,,22,34,1,3,1,101,,40,56,245,2,10,26,169,1,,20,50,6,25,25,5,175,1,,,3,44,3,32,,,6,,
17-Jun,10,47,32,2,1,3,127,1,41,115,225,12,5,45,86,,9,21,43,4,35,13,1,84,,3,2,7,24,2,30,1,,,,
18-Jun,1,66,15,,,,173,,52,45,384,,8,36,118,,,30,55,5,25,23,34,166,,2,6,21,17,5,39,5,,,,
19-Jun,,81,4,,2,1,141,3,45,80,140,14,12,,66,2,,14,84,4,23,31,3,207,1,1,8,40,7,3,18,,,6,,
20-Jun,1,37,15,1,9,8,180,,18,98,394,2,6,26,83,2,1,29,41,3,25,58,3,112,,8,,17,37,,12,,,,,
21-Jun,10,37,8,,,3,142,,20,99,91,,11,,94,1,15,5,58,4,44,13,,112,,1,,11,22,2,49,,3,7,,
22-Jun,,30,6,,,,127,,17,49,315,,1,21,89,1,2,11,60,,1,20,2,111,3,,24,20,30,,11,,,3,,
23-Jun,,36,9,,2,3,160,2,31,49,258,15,12,11,27,,,14,16,5,7,117,2,154,3,,27,34,1,,55,,,1,,
24-Jun,4,42,17,,,1,157,,41,76,183,,9,4,90,,3,21,14,3,31,55,1,132,1,2,24,95,37,1,59,1,,7,,
25-Jun,13,56,9,,2,7,196,,32,78,247,,17,10,60,9,7,17,24,2,46,69,,103,1,4,3,80,13,8,59,1,,5,,
26-Jun,3,49,10,,4,3,205,,33,177,356,,10,7,41,9,,23,14,3,46,14,4,172,2,,3,21,7,,20,2,2,,,
27-Jun,8,106,17,1,1,2,203,3,46,197,277,8,11,5,54,4,,21,43,2,55,77,3,146,1,1,,37,14,1,37,4,,,,
28-Jun,2,45,3,,,2,125,,25,188,330,,9,12,73,,2,36,50,3,32,20,,192,2,,1,11,6,2,26,1,,,,
29-Jun,,30,2,3,,,125,,45,198,297,,7,47,39,3,,14,23,,25,13,2,188,,,2,,15,1,3,,,,,
30-Jun,1,49,9,,,7,190,,81,153,331,,8,13,106,2,,21,26,1,27,71,18,89,3,2,,9,16,2,51,1,,6,,
1-Jul,6,34,10,3,4,1,217,,54,173,185,15,7,37,75,,9,11,29,16,20,50,42,130,,1,1,147,7,3,96,2,,,,
2-Jul,,113,8,,1,6,190,,64,153,374,,6,15,114,,5,15,42,8,30,89,59,165,,2,1,65,13,2,70,2,5,7,,
3-Jul,1,66,21,2,6,4,140,,28,134,353,,13,50,110,,3,23,36,10,19,33,11,180,,,4,10,7,5,26,1,,5,,
4-Jul,,91,13,4,1,1,223,,88,110,413,,13,8,73,,1,28,49,2,14,44,4,195,5,,1,1,7,4,42,4,,8,,
5-Jul,,52,5,2,4,6,257,3,106,208,552,3,27,28,44,,2,19,50,13,16,11,3,136,,2,1,,18,2,37,,,,,
6-Jul,,51,12,6,,8,232,,126,127,308,,13,8,64,,,32,71,,10,20,2,84,,6,1,,10,10,6,,,2,,
7-Jul,1,40,6,2,3,7,190,1,79,140,280,5,6,18,67,,,30,30,5,34,23,3,218,,,1,14,26,1,30,3,,5,,
8-Jul,1,31,13,,7,3,357,,96,205,366,,14,15,123,,5,23,63,,90,156,7,166,2,1,,70,7,,17,2,3,10,,
9-Jul,1,53,11,,4,8,284,1,962,120,517,3,6,23,108,8,3,29,56,5,126,108,6,130,,1,2,40,8,6,27,1,,,,
10-Jul,,86,8,,3,7,260,,105,100,246,,19,35,64,,,36,93,6,134,112,7,132,,2,,24,13,4,80,5,,30,,
11-Jul,9,37,7,1,4,7,378,,73,100,409,,31,26,79,,6,40,36,3,67,87,2,180,,,1,21,6,6,23,3,,29,,
12-Jul,7,48,12,,1,1,404,,50,70,518,3,17,39,77,,5,30,49,6,23,39,2,173,,3,1,8,10,4,63,4,,14,,
13-Jul,,62,6,,,8,281,,83,100,219,5,5,26,72,1,,23,50,,20,44,7,124,,1,3,13,26,,98,1,,4,,
14-Jul,4,101,9,2,5,8,268,2,74,80,353,,27,32,161,,5,21,51,3,17,130,3,197,1,,3,2,,6,1,3,,22,,
15-Jul,27,63,3,1,2,9,260,1,75,261,165,,34,,109,,4,26,30,2,44,99,10,158,1,6,,39,20,,60,6,,7,,
16-Jul,3,112,17,,1,8,312,,40,214,179,4,24,12,133,,,30,48,1,28,97,9,178,,4,5,27,6,4,52,2,,24,,
17-Jul,5,86,9,,2,4,253,1,52,238,255,,43,58,101,1,,21,67,7,28,83,14,83,,1,5,11,2,5,18,,,9,,
18-Jul,,71,8,1,6,8,346,6,60,266,204,,25,,107,,3,23,67,4,54,147,21,168,,9,5,33,1,38,56,4,10,1,,
19-Jul,1,55,17,,2,16,313,,27,300,275,,20,75,109,,1,31,46,9,47,14,12,158,1,2,11,8,31,2,49,1,,6,,
20-Jul,2,36,8,4,,6,361,,60,354,237,,25,,52,1,,34,42,2,64,15,48,125,,,15,2,19,27,39,7,3,105,,
21-Jul,1,75,8,,,28,433,2,61,121,283,,71,13,92,,,18,58,8,38,42,36,93,,1,23,39,19,3,6,1,3,79,,
22-Jul,2,78,4,1,4,21,392,2,32,319,265,,30,36,133,,4,12,37,10,77,169,14,150,,5,38,8,,5,32,2,,,,
23-Jul,7,62,10,1,10,10,470,,60,295,357,,40,27,116,1,,33,16,3,43,100,27,120,4,9,2,9,12,10,46,2,,4,,
